weight,shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
distance,4.70703125,5.95703125,14,12,86.43999481201172
uniform,3.45703125,2.20703125,17,14,86.33999633789062
uniform,8.45703125,7.20703125,7,4,85.90999603271484
distance,5.95703125,4.70703125,12,19,86.56999969482422
distance,0.95703125,9.70703125,2,9,85.8499984741211
uniform,0.64453125,4.39453125,20,11,83.86000061035156
distance,5.64453125,9.39453125,10,1,86.81999969482422
uniform,8.14453125,1.89453125,15,16,86.20999908447266
uniform,3.14453125,6.89453125,5,6,86.58999633789062
distance,4.39453125,0.64453125,7,9,86.60999298095703
distance,9.39453125,5.64453125,17,19,86.30999755859375
distance,6.89453125,3.14453125,2,4,86.63999938964844
uniform,1.89453125,8.14453125,12,14,86.04999542236328
uniform,1.26953125,1.26953125,1,20,86.08999633789062
uniform,6.26953125,6.26953125,11,10,86.39999389648438
distance,8.76953125,3.76953125,6,15,86.52999877929688
distance,3.76953125,8.76953125,16,5,85.75999450683594
uniform,2.51953125,2.51953125,14,2,86.5199966430664
distance,7.51953125,7.51953125,4,12,86.75999450683594
distance,5.01953125,0.01953125,19,7,85.39999389648438
distance,0.01953125,5.01953125,9,17,83.19000244140625
distance,0.029296875,2.509765625,20,20,82.44999694824219
uniform,5.029296875,7.509765625,10,10,86.49999237060547
uniform,7.529296875,0.009765625,15,15,86.25999450683594
distance,2.529296875,5.009765625,5,5,86.35999298095703
distance,3.779296875,1.259765625,7,3,86.32999420166016
uniform,8.779296875,6.259765625,17,13,86.28999328613281
distance,6.279296875,3.759765625,2,8,86.72999572753906
uniform,1.279296875,8.759765625,12,18,85.92999267578125
uniform,1.904296875,0.634765625,1,12,86.29999542236328
distance,6.904296875,5.634765625,11,2,86.41999816894531
uniform,9.404296875,3.134765625,6,17,86.70999908447266
uniform,4.404296875,8.134765625,16,7,84.73999786376953
uniform,3.154296875,4.384765625,13,9,86.15999603271484
uniform,8.154296875,9.384765625,3,19,83.87999725341797
distance,5.654296875,1.884765625,18,4,86.2199935913086
uniform,0.654296875,6.884765625,8,14,85.29999542236328
distance,0.966796875,2.197265625,11,7,84.75
distance,5.966796875,7.197265625,1,17,86.70999908447266
distance,8.466796875,4.697265625,16,2,86.3699951171875
distance,3.466796875,9.697265625,6,12,86.53999328613281
distance,4.716796875,3.447265625,4,15,86.50999450683594
distance,9.716796875,8.447265625,14,5,85.56999206542969
uniform,7.216796875,0.947265625,9,20,86.70999908447266
uniform,2.216796875,5.947265625,19,10,83.66000366210938
distance,1.591796875,4.072265625,10,3,85.70999145507812
distance,6.591796875,9.072265625,20,13,86.05999755859375
uniform,9.091796875,1.572265625,5,8,86.60999298095703
distance,4.091796875,6.572265625,15,18,86.40999603271484
uniform,2.841796875,0.322265625,18,16,86.31999206542969
uniform,7.841796875,5.322265625,8,6,86.55999755859375
uniform,5.341796875,2.822265625,13,11,86.47999572753906
distance,0.341796875,7.822265625,3,1,84.44000244140625
uniform,0.498046875,0.166015625,6,9,85.03999328613281
uniform,5.498046875,5.166015625,16,19,86.35999298095703
uniform,7.998046875,2.666015625,1,4,86.60999298095703
distance,2.998046875,7.666015625,11,14,86.33999633789062
uniform,4.248046875,3.916015625,18,12,86.25999450683594
uniform,9.248046875,8.916015625,8,2,86.47999572753906
distance,6.748046875,1.416015625,13,17,86.53999328613281
distance,1.748046875,6.416015625,3,7,86.24999237060547
distance,2.373046875,3.291015625,14,1,86.5199966430664
distance,7.373046875,8.291015625,4,11,83.86000061035156
distance,9.873046875,0.791015625,19,6,85.38999938964844
distance,4.873046875,5.791015625,9,16,86.50999450683594
uniform,3.623046875,2.041015625,2,18,86.57999420166016
uniform,8.623046875,7.041015625,12,8,86.32999420166016
distance,6.123046875,4.541015625,7,13,86.60999298095703
distance,1.123046875,9.541015625,17,3,85.57999420166016
distance,0.810546875,4.853515625,5,18,85.54999542236328
distance,5.810546875,9.853515625,15,8,85.73999786376953
uniform,8.310546875,2.353515625,10,13,86.49999237060547
uniform,3.310546875,7.353515625,20,3,86.4699935913086
uniform,4.560546875,1.103515625,12,5,85.91999816894531
distance,9.560546875,6.103515625,2,15,86.5199966430664
distance,7.060546875,3.603515625,17,10,85.64999389648438
uniform,2.060546875,8.603515625,7,20,86.5199966430664
distance,1.435546875,1.728515625,16,14,85.73999786376953
distance,6.435546875,6.728515625,6,4,85.3499984741211
distance,8.935546875,4.228515625,11,19,86.50999450683594
distance,3.935546875,9.228515625,1,9,86.79999542236328
uniform,2.685546875,2.978515625,9,6,85.82999420166016
uniform,7.685546875,7.978515625,19,16,86.23999786376953
uniform,5.185546875,0.478515625,4,1,86.75999450683594
distance,0.185546875,5.478515625,14,11,83.3499984741211
uniform,0.263671875,1.494140625,3,4,84.08000183105469
distance,5.263671875,6.494140625,13,14,86.5999984741211
distance,7.763671875,3.994140625,8,9,86.63999938964844
distance,2.763671875,8.994140625,18,19,86.39999389648438
distance,4.013671875,2.744140625,11,16,86.38999938964844
uniform,9.013671875,7.744140625,1,6,86.78999328613281
uniform,6.513671875,0.244140625,16,11,86.2699966430664
uniform,1.513671875,5.244140625,6,1,86.0999984741211
uniform,2.138671875,4.619140625,17,8,84.86000061035156
uniform,7.138671875,9.619140625,7,18,86.60999298095703
uniform,9.638671875,2.119140625,12,3,86.30999755859375
uniform,4.638671875,7.119140625,2,13,86.52999877929688
uniform,3.388671875,0.869140625,10,15,86.58999633789062
uniform,8.388671875,5.869140625,20,5,86.27999877929688
distance,5.888671875,3.369140625,5,20,86.7199935913086
distance,0.888671875,8.369140625,15,10,84.79000091552734
uniform,1.201171875,3.681640625,8,11,85.8499984741211
uniform,6.201171875,8.681640625,18,1,86.81999969482422
uniform,8.701171875,1.181640625,3,16,86.70999908447266
uniform,3.701171875,6.181640625,13,6,85.54999542236328
distance,4.951171875,2.431640625,20,8,85.78999328613281
distance,9.951171875,7.431640625,10,18,86.6199951171875
distance,7.451171875,4.931640625,15,3,86.42999267578125
